			Temp	Pulses	ElapsedIn	ElapsedOut	LpH		In	Out	Total	
ElapsedIn	853		0	218	877	1482	4,76		21,60	12,79	8,82	
ElapsedOut	1261		0	219	1001	1482	4,54		18,93	12,79	6,14	
LpH	2,67		0	219	1001	1482	4,54		18,93	12,79	6,14	
Temp	0		0	220	1071	1482	4,18		17,69	12,79	4,91	
Pulses	49		0	220	1071	1490	3,82		17,69	12,72	4,97	
ElapsedIn	853		0	220	1071	1490	3,82		17,69	12,72	4,97	
ElapsedOut	1265		0	221	1435	1490	3,27		13,20	12,72	0,49	
LpH	2,81		0	221	1435	1472	2,71		13,20	12,87	0,33	
Temp	0		0	222	1053	1472	2,7		17,99	12,87	5,12	
Pulses	50		0	222	1053	1473	2,66		17,99	12,86	5,13	
ElapsedIn	857		0	223	834	1473	3,07		22,72	12,86	9,86	
ElapsedOut	1265		0	224	654	1473	3,79		28,97	12,86	16,11	
LpH	3,01		0	224	654	1484	4,52		28,97	12,77	16,20	
Temp	0		0	225	793	1484	5,02		23,89	12,77	11,13	
Pulses	51		0	226	669	1484	6,09		28,32	12,77	15,55	
ElapsedIn	853		0	226	669	1470	7,13		28,32	12,89	15,43	
ElapsedOut	1265		0	227	1034	1470	7,62		18,32	12,89	5,44	
LpH	3,47		0	227	1034	1470	7,62		18,32	12,89	5,44	
Temp	0		0	227	1034	1491	8,15		18,32	12,71	5,62	
Pulses	51		0	228	1234	1491	7,91		15,35	12,71	2,65	
ElapsedIn	853		0	229	904	1491	8,22		20,96	12,71	8,25	
ElapsedOut	1245		0	229	904	1468	8,04		20,96	12,91	8,05	
LpH	3,98		0	230	1017	1468	7		18,63	12,91	5,72	
Temp	0		0	230	1017	1473	5,96		18,63	12,86	5,77	
Pulses	52		0	231	1020	1473	5,42		18,58	12,86	5,71	
ElapsedIn	866		0	232	863	1473	4,77		21,96	12,86	9,09	
ElapsedOut	1245		0	232	863	1474	4,13		21,96	12,85	9,10	
LpH	3,98		0	233	1006	1474	4,19		18,83	12,85	5,98	
Temp	0		0	234	847	1474	4,58		22,37	12,85	9,52	
Pulses	52		0	234	847	1480	5,27		22,37	12,80	9,57	
ElapsedIn	866		0	235	864	1480	5,35		21,93	12,80	9,13	
ElapsedOut	1265		0	235	864	1466	5,45		21,93	12,92	9,01	
LpH	4,01		0	236	1018	1466	5,44		18,61	12,92	5,69	
Temp	0		0	236	1018	1466	5,44		18,61	12,92	5,69	
Pulses	53		0	237	1096	1466	5,3		17,29	12,92	4,36	
ElapsedIn	930		0	237	1096	1494	5,2		17,29	12,68	4,61	
ElapsedOut	1265		0	238	1031	1494	4,86		18,38	12,68	5,70	
LpH	4,1		0	238	1031	1452	4,48		18,38	13,05	5,33	
Temp	0		0	239	986	1452	4,49		19,22	13,05	6,17	
Pulses	54		0	239	986	1397	4,09		19,22	13,56	5,65	
ElapsedIn	891		0	240	873	1397	3,94		21,70	13,56	8,14	
ElapsedOut	1265		0	241	861	1397	3,85		22,01	13,56	8,44	
LpH	3,99		0	241	861	1372	3,76		22,01	13,81	8,20	
Temp	0		0	242	867	1372	3,98		21,85	13,81	8,04	
Pulses	54		0	243	860	1372	4,34		22,03	13,81	8,22	
ElapsedIn	891		0	243	860	1377	4,69		22,03	13,76	8,27	
ElapsedOut	1249		0	244	767	1377	5,2		24,70	13,76	10,94	
LpH	3,89		0	244	767	1379	5,75		24,70	13,74	10,96	
Temp	0		0	245	897	1379	5,86		21,12	13,74	7,38	
Pulses	54		0	246	945	1379	5,92		20,05	13,74	6,31	
ElapsedIn	891		0	246	945	1363	5,71		20,05	13,90	6,15	
ElapsedOut	1249		0	247	824	1363	5,77		22,99	13,90	9,09	
LpH	3,89		0	247	824	1314	5,8		22,99	14,42	8,57	
Temp	0		0	248	1037	1314	5,37		18,27	14,42	3,85	
Pulses	55		0	249	905	1314	5,18		20,94	14,42	6,52	
ElapsedIn	1076		0	249	905	1316	5		20,94	14,40	6,54	
ElapsedOut	1249		0	250	783	1316	4,87		24,20	14,40	9,80	
LpH	3,41		0	250	783	1312	4,74		24,20	14,44	9,76	
Temp	0		0	251	909	1312	4,63		20,84	14,44	6,40	
Pulses	55		0	251	909	1312	4,63		20,84	14,44	6,40	
ElapsedIn	1076		0	251	909	1322	4,64		20,84	14,33	6,51	
ElapsedOut	1238		0	252	1220	1322	4,13		15,53	14,33	1,20	
LpH	2,91		0	252	1220	1322	4,13		15,53	14,33	1,20	
Temp	0		0	252	1220	1326	3,34		15,53	14,29	1,24	
Pulses	55		0	253	1518	1326	2,31		12,48	14,29	-1,81	
ElapsedIn	1076		0	253	1518	1326	2,31		12,48	14,29	-1,81	
ElapsedOut	1238		0	253	1518	1330	1,75		12,48	14,25	-1,76	
LpH	2,91		0	254	1042	1330	1,49		18,18	14,25	3,94	
Temp	0		0	255	825	1330	1,71		22,97	14,25	8,72	
Pulses	56		0	255	825	1308	1,58		22,97	14,49	8,48	
ElapsedIn	1304		0	256	814	1308	1,48		23,28	14,49	8,79	
ElapsedOut	1238		0	257	764	1308	1,87		24,80	14,49	10,31	
LpH	2,12		0	257	764	1308	2,25		24,80	14,49	10,31	
Temp	0		0	258	1153	1308	2,32		16,43	14,49	1,95	
Pulses	56		0	258	1153	1297	2,37		16,43	14,61	1,82	
ElapsedIn	1304		0	259	859	1297	3,29		22,06	14,61	7,45	
ElapsedOut	1208		0	260	758	1297	4,5		25,00	14,61	10,39	
LpH	1,26		0	260	758	1319	5,17		25,00	14,37	10,63	
Temp	0		0	261	763	1319	5,34		24,83	14,37	10,47	
Pulses	57		0	261	763	1307	5,53		24,83	14,50	10,34	
ElapsedIn	998		0	262	771	1307	5,66		24,58	14,50	10,08	
ElapsedOut	1208		0	263	815	1307	5,5		23,25	14,50	8,75	
LpH	0,89		0	263	815	1304	5,34		23,25	14,53	8,72	
Temp	0		0	264	734	1304	6,27		25,81	14,53	11,28	
Pulses	57		0	265	864	1304	6,83		21,93	14,53	7,40	
ElapsedIn	998		0	265	864	1314	6,84		21,93	14,42	7,51	
ElapsedOut	1208		0	266	891	1314	6,49		21,27	14,42	6,85	
LpH	0,54		0	266	891	1298	6,09		21,27	14,60	6,67	
Temp	0		0	267	1027	1298	5,42		18,45	14,60	3,85	
Pulses	57		0	267	1027	1309	4,79		18,45	14,47	3,97	
ElapsedIn	998		0	268	1175	1309	3,95		16,13	14,47	1,65	
ElapsedOut	1208		0	268	1175	1318	3,25		16,13	14,38	1,75	
LpH	0,54		0	269	1146	1318	2,59		16,53	14,38	2,16	
Temp	0		0	270	730	1318	2,63		25,96	14,38	11,58	
Pulses	58		0	270	730	1268	2,98		25,96	14,94	11,01	
ElapsedIn	1392		0	271	600	1268	3,88		31,58	14,94	16,64	
ElapsedOut	1208		0	272	645	1268	4,63		29,38	14,94	14,43	
LpH	-0,37		0	272	645	1302	5,45		29,38	14,55	14,82	
Temp	0		0	273	1080	1302	5,36		17,54	14,55	2,99	
Pulses	58		0	273	1080	1461	5,45		17,54	12,97	4,58	
ElapsedIn	1392		0	274	1415	1461	5,36		13,39	12,97	0,42	
ElapsedOut	1213		0	274	1415	1378	5,16		13,39	13,75	-0,36	
LpH	-1,12		0	275	836	1378	5,85		22,66	13,75	8,91	
Temp	0		0	276	569	1378	6,65		33,30	13,75	19,55	
Pulses	59		0	276	569	1228	7,33		33,30	15,43	17,87	
ElapsedIn	819		0	277	553	1228	7,54		34,26	15,43	18,83	
ElapsedOut	1213		0	278	586	1228	7,78		32,33	15,43	16,90	
LpH	-1,01		0	278	586	1197	7,92		32,33	15,83	16,50	
Temp	0		0	279	651	1197	8,93		29,11	15,83	13,28	
Pulses	59		0	280	675	1197	9,64		28,07	15,83	12,24	
ElapsedIn	819		0	280	675	1246	10,84		28,07	15,21	12,86	
ElapsedOut	1211		0	281	788	1246	11,74		24,05	15,21	8,84	
LpH	-0,88		0	282	689	1246	12,05		27,50	15,21	12,29	
Temp	0		0	282	689	1346	11,43		27,50	14,08	13,42	
Pulses	60		0	283	754	1346	10,77		25,13	14,08	11,05	
ElapsedIn	737		0	284	675	1346	10,31		28,07	14,08	13,99	
ElapsedOut	1211		0	284	675	1350	10,05		28,07	14,04	14,04	
LpH	-0,13		0	285	799	1350	9,4		23,71	14,04	9,68	
Temp	0		0	286	769	1350	9,17		24,64	14,04	10,60	
Pulses	61		0	286	769	1345	9,03		24,64	14,09	10,55	
ElapsedIn	781		0	287	800	1345	8,73		23,68	14,09	9,60	
ElapsedOut	1211		0	287	800	1341	8,82		23,68	14,13	9,56	
LpH	0,5		0	288	922	1341	8,25		20,55	14,13	6,42	
Temp	0		0	289	950	1341	7,49		19,94	14,13	5,82	
Pulses	61		0	289	950	1349	6,98		19,94	14,05	5,90	
ElapsedIn	781		0	290	949	1349	6,17		19,97	14,05	5,92	
ElapsedOut	1220		0	290	949	1334	5,34		19,97	14,20	5,76	
LpH	1,44		0	291	840	1334	5,2		22,56	14,20	8,35	
Temp	0		0	291	840	1346	4,99		22,56	14,08	8,48	
Pulses	62		0	292	919	1346	4,59		20,62	14,08	6,54	
ElapsedIn	890		0	293	952	1346	4,21		19,90	14,08	5,83	
ElapsedOut	1220		0	293	952	1330	3,82		19,90	14,25	5,66	
LpH	2,14		0	294	1090	1330	3,49		17,38	14,25	3,14	
Temp	0		0	294	1090	1335	3,22		17,38	14,19	3,19	
Pulses	62		0	295	959	1335	3,19		19,76	14,19	5,56	
ElapsedIn	890		0	296	947	1335	3,18		20,01	14,19	5,82	
ElapsedOut	1210		0	296	947	1351	3,2		20,01	14,02	5,98	
LpH	2,37		0	297	930	1351	3		20,37	14,02	6,35	
Temp	0		0	297	930	1328	2,76		20,37	14,27	6,11	
Pulses	63		0	298	928	1328	2,72		20,42	14,27	6,15	
ElapsedIn	1406		0	298	928	1358	2,79		20,42	13,95	6,47	
ElapsedOut	1210		0	299	1109	1358	2,54		17,09	13,95	3,13	
LpH	1,82		0	300	925	1358	2,88		20,48	13,95	6,53	
Temp	0		0	300	925	1332	3,19		20,48	14,22	6,26	
Pulses	63		0	301	804	1332	3,57		23,57	14,22	9,34	
ElapsedIn	1406		0	301	804	1341	3,93		23,57	14,13	9,44	
ElapsedOut	1217		0	302	904	1341	4,01		20,96	14,13	6,83	
LpH	1,82		0	303	808	1341	4,31		23,45	14,13	9,32	
Temp	0		0	303	808	1321	4,61		23,45	14,34	9,11	
Pulses	64		0	304	962	1321	4,53		19,70	14,34	5,35	
ElapsedIn	878		0	304	962	1325	4,41		19,70	14,30	5,40	
ElapsedOut	1217		0	304	962	1325	4,41		19,70	14,30	5,40	
LpH	2,63		0	305	1727	1325	3,76		10,97	14,30	-3,33	
Temp	0		0	305	1727	1325	2,77		10,97	14,30	-3,33	
Pulses	64		0	306	1013	1325	2,58		18,70	14,30	4,40	
ElapsedIn	878		0	306	1013	1335	2,1		18,70	14,19	4,51	
ElapsedOut	1235		0	307	874	1335	1,9		21,68	14,19	7,49	
LpH	2,5		0	308	779	1335	2,23		24,32	14,19	10,13	
Temp	0		0	308	779	1340	2,32		24,32	14,14	10,18	
Pulses	65		0	309	764	1340	2,48		24,80	14,14	10,66	
ElapsedIn	1130		0	309	764	1354	3,03		24,80	13,99	10,81	
ElapsedOut	1235		0	310	959	1354	3,07		19,76	13,99	5,76	
LpH	1,9		0	310	959	1354	3,07		19,76	13,99	5,76	
Temp	0		0	311	1001	1354	3,9		18,93	13,99	4,93	
Pulses	65		0	311	1001	1333	4,71		18,93	14,21	4,71	
ElapsedIn	1130		0	312	889	1333	4,98		21,31	14,21	7,10	
ElapsedOut	1243		0	312	889	1352	5,26		21,31	14,01	7,30	
LpH	1,06		0	313	830	1352	5,4		22,83	14,01	8,81	
Temp	0		0	314	820	1352	5,3		23,11	14,01	9,09	
Pulses	66		0	314	820	1330	5,16		23,11	14,25	8,86	
ElapsedIn	1238		0	315	847	1330	4,91		22,37	14,25	8,12	
ElapsedOut	1243		0	316	799	1330	4,77		23,71	14,25	9,47	
LpH	0,21		0	316	799	1285	5,08		23,71	14,75	8,97	
Temp	0		0	317	841	1285	5,35		22,53	14,75	7,78	
Pulses	66		0	317	841	1194	5,51		22,53	15,87	6,66	
ElapsedIn	1238		0	318	667	1194	6,02		28,41	15,87	12,54	
ElapsedOut	1303		0	319	667	1194	6,51		28,41	15,87	12,54	
LpH	-0,57		0	319	667	1089	6,67		28,41	17,40	11,01	
Temp	0		0	320	929	1089	6		20,40	17,40	3,00	
Pulses	67		0	320	929	1095	5,36		20,40	17,30	3,09	
ElapsedIn	1362		0	321	746	1095	5,3		25,40	17,30	8,10	
ElapsedOut	1303		0	321	746	1122	5,16		25,40	16,89	8,51	
LpH	-1,19		0	322	807	1122	4,88		23,48	16,89	6,59	
Temp	0		0	322	807	1122	4,88		23,48	16,89	6,59	
Pulses	68		0	322	807	1124	4,72		23,48	16,86	6,62	
ElapsedIn	680		0	323	1620	1124	3,52		11,70	16,86	-5,16	
ElapsedOut	1303		0	323	1620	1114	1,71		11,70	17,01	-5,31	
LpH	-0,4		0	324	1430	1114	0,06		13,25	17,01	-3,76	
Temp	0		0	324	1430	1103	-1,43		13,25	17,18	-3,93	
Pulses	68		0	325	524	1103	0,18		36,16	17,18	18,98	
ElapsedIn	680		0	326	379	1103	3,15		49,99	17,18	32,82	
ElapsedOut	1515		0	326	379	996	5,41		49,99	19,02	30,97	
LpH	1,41		0	327	309	996	8,75		61,32	19,02	42,30	
Temp	0		0	328	267	996	13,24		70,96	19,02	51,94	
Pulses	69		0	329	333	996	16,32		56,90	19,02	37,88	
ElapsedIn	744		0	329	333	960	20,5		56,90	19,74	37,16	
ElapsedOut	1515		0	330	341	960	24,57		55,56	19,74	35,83	
LpH	2,98		0	331	342	960	28,46		55,40	19,74	35,67	
Temp	0		0	332	414	960	31,4		45,77	19,74	26,03	
Pulses	70		0	332	414	922	31,97		45,77	20,55	25,22	
ElapsedIn	666		0	333	286	922	33,19		66,25	20,55	45,70	
ElapsedOut	1515		0	334	258	922	35,35		73,44	20,55	52,89	
LpH	4,03		0	335	280	922	35,81		67,67	20,55	47,12	
Temp	0		0	335	280	885	35,19		67,67	21,41	46,26	
Pulses	70		0	336	305	885	35,43		62,12	21,41	40,71	
ElapsedIn	666		0	337	276	885	36,41		68,65	21,41	47,24	
ElapsedOut	1493		0	338	337	885	36,28		56,22	21,41	34,81	
LpH	5,03		0	338	337	882	36,15		56,22	21,48	34,74	
Temp	0		0	339	312	882	37,44		60,73	21,48	39,25	
Pulses	70		0	340	285	882	39,4		66,48	21,48	45,00	
ElapsedIn	666		0	341	303	882	38,92		62,53	21,48	41,05	
ElapsedOut	1493		0	341	303	866	37,67		62,53	21,88	40,65	
LpH	5,03		0	342	279	866	37,54		67,91	21,88	46,03	
Temp	0		0	343	309	866	36,85		61,32	21,88	39,44	
Pulses	70		0	344	320	866	36,5		59,21	21,88	37,33	
ElapsedIn	666		0	344	320	858	35,48		59,21	22,08	37,13	
ElapsedOut	1514		0	345	314	858	35,81		60,34	22,08	38,26	
LpH	6,53		0	346	322	858	36		58,84	22,08	36,76	
Temp	0		0	346	322	850	35,71		58,84	22,29	36,55	
Pulses	71		0	347	340	850	34,54		55,73	22,29	33,44	
ElapsedIn	2306		0	348	339	850	33,78		55,89	22,29	33,60	
ElapsedOut	1514		0	349	373	850	32,56		50,80	22,29	28,51	
LpH	6		0	349	373	854	30,81		50,80	22,19	28,61	
Temp	0		0	350	343	854	30,17		55,24	22,19	33,05	
Pulses	71		0	351	334	854	29,88		56,73	22,19	34,54	
ElapsedIn	2306		0	351	334	858	29,63		56,73	22,08	34,65	
ElapsedOut	1514		0	352	324	858	29,45		58,48	22,08	36,40	
LpH	6		0	353	297	858	29,94		63,80	22,08	41,71	
Temp	0		0	354	310	858	30,2		61,12	22,08	39,04	
Pulses	71		0	354	310	852	30,74		61,12	22,24	38,88	
ElapsedIn	2306		0	355	370	852	30,28		51,21	22,24	28,97	
ElapsedOut	1509		0	356	291	852	31,72		65,11	22,24	42,87	
LpH	5,61		0	357	295	852	33,05		64,23	22,24	41,99	
Temp	0		0	357	295	865	33,99		64,23	21,90	42,32	
Pulses	72		0	358	307	865	34,52		61,72	21,90	39,81	
ElapsedIn	2099		0	359	437	865	33,2		43,36	21,90	21,45	
ElapsedOut	1509		0	359	437	861	31,7		43,36	22,01	21,35	
LpH	5,22		0	360	431	861	29,73		43,96	22,01	21,96	
Temp	0		0	361	420	861	28,13		45,11	22,01	23,11	
Pulses	72		0	361	420	869	26,58		45,11	21,80	23,31	
ElapsedIn	2099		0	362	306	869	27,71		61,92	21,80	40,12	
ElapsedOut	1499		0	363	386	869	26,16		49,09	21,80	27,28	
LpH	4,96		0	364	411	869	24,4		46,10	21,80	24,30	
Temp	0		0	364	411	862	22,57		46,10	21,98	24,12	
Pulses	73		0	365	309	862	22,52		61,32	21,98	39,34	
ElapsedIn	1231		0	366	372	862	23,27		50,93	21,98	28,95	
ElapsedOut	1499		0	366	372	867	24,05		50,93	21,85	29,08	
LpH	3,94		0	367	468	867	23,72		40,49	21,85	18,63	
Temp	0		0	367	468	867	23,27		40,49	21,85	18,63	
Pulses	74		0	368	785	867	21,17		24,14	21,85	2,28	
ElapsedIn	673		0	368	785	873	17,4		24,14	21,70	2,43	
ElapsedOut	1499		0	369	818	873	14,82		23,16	21,70	1,46	
LpH	3,95		0	369	818	878	12,56		23,16	21,58	1,58	
Temp	0		0	370	881	878	10,15		21,51	21,58	-0,07	
Pulses	74		0	371	729	878	6,66		25,99	21,58	4,41	
ElapsedIn	673		0	371	729	884	4,23		25,99	21,43	4,56	
ElapsedOut	1516		0	372	600	884	2,35		31,58	21,43	10,15	
LpH	4,22		0	373	225	884	6,77		84,21	21,43	62,78	
Temp	0		0	373	225	878	11,17		84,21	21,58	62,63	
Pulses	75		0	374	315	878	14,81		60,15	21,58	38,57	
ElapsedIn	586		0	375	228	878	20,72		83,10	21,58	61,52	
ElapsedOut	1516		0	376	286	878	25,04		66,25	21,58	44,67	
LpH	4,61		0	376	286	875	29,34		66,25	21,65	44,60	
Temp	0		0	377	241	875	35,04		78,62	21,65	56,97	
Pulses	76		0	378	295	875	38,86		64,23	21,65	42,57	
ElapsedIn	419		0	379	276	875	43,1		68,65	21,65	47,00	
ElapsedOut	1516		0	379	276	940	46,96		68,65	20,16	48,49	
LpH	6,31		0	380	323	940	44,55		58,66	20,16	38,50	
Temp	0		0	381	293	940	42,77		64,67	20,16	44,51	
Pulses	77		0	382	290	940	43,46		65,34	20,16	45,18	
ElapsedIn	384		0	383	261	940	42,57		72,60	20,16	52,44	
ElapsedOut	1516		0	383	261	994	43,51		72,60	19,06	53,53	
LpH	8,4		0	384	249	994	44,8		76,09	19,06	57,03	
Temp	0		0	385	255	994	44,68		74,30	19,06	55,24	
Pulses	77		0	386	247	994	46,23		76,71	19,06	57,65	
ElapsedIn	384		0	387	236	994	47,7		80,29	19,06	61,22	
ElapsedOut	1509		0	387	236	1001	49,01		80,29	18,93	61,36	
LpH	12,51		0	388	274	1001	50,21		69,15	18,93	50,22	
Temp	0		0	389	290	1001	50,42		65,34	18,93	46,41	
Pulses	78		0	390	297	1001	50,41		63,80	18,93	44,87	
ElapsedIn	476		0	390	297	966	49,6		63,80	19,61	44,18	
ElapsedOut	1509		0	391	273	966	49,21		69,40	19,61	49,79	
LpH	15,67		0	392	328	966	47,31		57,77	19,61	38,15	
Temp	0		0	393	281	966	46,56		67,43	19,61	47,81	
Pulses	79		0	393	281	929	45,47		67,43	20,40	47,03	
ElapsedIn	577		0	394	253	929	44,78		74,89	20,40	54,50	
ElapsedOut	1509		0	395	332	929	42,28		57,07	20,40	36,68	
LpH	18,05		0	396	303	929	41,44		62,53	20,40	42,14	
Temp	0		0	396	303	902	40,92		62,53	21,01	41,53	
Pulses	80		0	397	274	902	41,21		69,15	21,01	48,15	
ElapsedIn	423		0	398	271	902	41,65		69,92	21,01	48,91	
ElapsedOut	1509		0	399	271	902	41,54		69,92	21,01	48,91	
LpH	21,63		0	400	263	902	42,8		72,04	21,01	51,04	
Temp	0		0	400	263	880	43,04		72,04	21,53	50,51	
Pulses	80		0	401	265	880	43,31		71,50	21,53	49,97	
ElapsedIn	423		0	402	249	880	43,29		76,09	21,53	54,56	
ElapsedOut	1490		0	403	263	880	44,66		72,04	21,53	50,51	
LpH	24,57		0	403	263	859	45,41		72,04	22,06	49,99	
Temp	0		0	404	244	859	46,8		77,65	22,06	55,60	
Pulses	81		0	405	204	859	49,04		92,88	22,06	70,82	
ElapsedIn	632		0	406	226	859	50,31		83,84	22,06	61,78	
ElapsedOut	1490		0	407	230	859	51,43		82,38	22,06	60,32	
LpH	24,74		0	407	230	845	52,3		82,38	22,42	59,96	
Temp	0		0	408	196	845	54,66		96,67	22,42	74,25	
Pulses	82		0	409	204	845	56,69		92,88	22,42	70,46	
ElapsedIn	636		0	410	259	845	56,29		73,16	22,42	50,73	
ElapsedOut	1490		0	410	259	824	56,23		73,16	22,99	50,16	
LpH	24,88		0	411	246	824	56,61		77,02	22,99	54,03	
Temp	0		0	412	200	824	58,21		94,74	22,99	71,74	
Pulses	83		0	413	184	824	59,11		102,98	22,99	79,98	
ElapsedIn	467		0	414	216	824	59,38		87,72	22,99	64,73	
ElapsedOut	1490		0	414	216	827	59,82		87,72	22,91	64,81	
LpH	25,67		0	415	250	827	59,1		75,79	22,91	52,88	
Temp	0		0	416	269	827	56,42		70,44	22,91	47,53	
Pulses	83		0	417	226	827	55,46		83,84	22,91	60,93	
ElapsedIn	467		0	418	249	827	55,69		76,09	22,91	53,18	
ElapsedOut	1490		0	418	249	827	56		76,09	22,91	53,18	
LpH	25,18		0	419	385	827	53,23		49,21	22,91	26,30	
Temp	0		0	419	385	820	48,66		49,21	23,11	26,11	
Pulses	84		0	420	799	820	40,72		23,71	23,11	0,61	
ElapsedIn	604		0	421	451	820	36,14		42,01	23,11	18,91	
ElapsedOut	1490		0	421	451	828	31,57		42,01	22,88	19,13	
LpH	23,36		0	422	298	828	30,35		63,58	22,88	40,70	
Temp	0		0	423	235	828	31,37		80,63	22,88	57,74	
Pulses	85		0	424	222	828	31,53		85,35	22,88	62,47	
ElapsedIn	624		0	424	222	845	32,51		85,35	22,42	62,93	
ElapsedOut	1490		0	425	232	845	33,13		81,67	22,42	59,25	
LpH	21,44		0	426	238	845	36,22		79,61	22,42	57,19	
Temp	0		0	427	214	845	40,24		88,54	22,42	66,12	
Pulses	85		0	428	311	845	44,04		60,92	22,42	38,50	
ElapsedIn	624		0	428	311	980	46,38		60,92	19,33	41,59	
ElapsedOut	1485		0	429	314	980	48,63		60,34	19,33	41,01	
LpH	20,48		0	430	205	980	51,94		92,43	19,33	73,09	
Temp	0		0	431	223	980	52,8		84,97	19,33	65,63	
Pulses	86		0	432	217	980	53,41		87,32	19,33	67,98	
ElapsedIn	478		0	432	217	1000	54,02		87,32	18,95	68,37	
ElapsedOut	1485		0	433	218	1000	54,96		86,92	18,95	67,97	
LpH	21,13		0	434	208	1000	56,52		91,09	18,95	72,15	
Temp	0		0	435	219	1000	56,73		86,52	18,95	67,57	
Pulses	87		0	436	221	1000	59,63		85,74	18,95	66,79	
ElapsedIn	633		0	437	232	1000	61,75		81,67	18,95	62,72	
ElapsedOut	1485		0	437	232	990	63,9		81,67	19,14	62,53	
LpH	19,62		0	438	291	990	61,19		65,11	19,14	45,97	
Temp	0		0	439	226	990	61,1		83,84	19,14	64,70	
Pulses	87		0	440	248	990	60,04		76,40	19,14	57,26	
ElapsedIn	633		0	441	204	990	60,57		92,88	19,14	73,74	
ElapsedOut	1474		0	441	204	930	61		92,88	20,37	72,51	
LpH	18,12		0	442	196	930	61,38		96,67	20,37	76,30	
Temp	0		0	443	218	930	61,26		86,92	20,37	66,54	
Pulses	88		0	444	204	930	61,8		92,88	20,37	72,51	
ElapsedIn	798		0	445	208	930	62,57		91,09	20,37	70,72	
ElapsedOut	1474		0	445	208	884	63,24		91,09	21,43	69,66	
LpH	17,48		0	446	208	884	65,57		91,09	21,43	69,66	
Temp	0		0	447	217	884	65,64		87,32	21,43	65,88	
Pulses	89		0	448	204	884	67,02		92,88	21,43	71,45	
ElapsedIn	667		0	449	212	884	66,4		89,38	21,43	67,94	
ElapsedOut	1474		0	449	212	869	65,88		89,38	21,80	67,57	
LpH	17,32		0	450	191	869	65,96		99,20	21,80	77,40	
Temp	0		0	451	198	869	66,67		95,69	21,80	73,89	
Pulses	89		0	452	184	869	67,51		102,98	21,80	81,17	
ElapsedIn	667		0	453	191	869	68,15		99,20	21,80	77,40	
ElapsedOut	1467		0	454	176	869	69,76		107,66	21,80	85,85	
LpH	16,08		0	454	176	837	71,27		107,66	22,64	85,02	
Temp	0		0	455	167	837	73,74		113,46	22,64	90,82	
Pulses	90		0	456	154	837	76,62		123,04	22,64	100,40	
ElapsedIn	837		0	457	157	837	79,61		120,68	22,64	98,05	
ElapsedOut	1467		0	458	171	837	81,65		110,80	22,64	88,17	
LpH	14,27		0	459	173	837	82,58		109,52	22,64	86,89	
Temp	0		0	459	173	818	83,8		109,52	23,16	86,36	
Pulses	91		0	460	170	818	84,49		111,46	23,16	88,29	
ElapsedIn	851		0	461	181	818	84,88		104,68	23,16	81,52	
ElapsedOut	1467		0	462	183	818	84,3		103,54	23,16	80,38	
LpH	13,33		0	463	191	818	83,4		99,20	23,16	76,04	
Temp	0		0	463	191	795	81,83		99,20	23,83	75,37	
Pulses	91		0	464	196	795	79,05		96,67	23,83	72,84	
ElapsedIn	851		0	465	186	795	77,03		101,87	23,83	78,04	
ElapsedOut	1472		0	466	198	795	75,37		95,69	23,83	71,86	
LpH	12,5		0	467	194	795	74,05		97,67	23,83	73,83	
Temp	0		0	467	194	764	72,67		97,67	24,80	72,87	
Pulses	92		0	468	197	764	70,94		96,18	24,80	71,38	
ElapsedIn	836		0	469	207	764	69,43		91,53	24,80	66,73	
ElapsedOut	1472		0	470	215	764	67,7		88,13	24,80	63,33	
LpH	11,72		0	471	220	764	66,2		86,13	24,80	61,32	
Temp	0		0	471	220	768	64,79		86,13	24,67	61,45	
Pulses	93		0	472	217	768	63,75		87,32	24,67	62,64	
ElapsedIn	837		0	473	231	768	61,67		82,02	24,67	57,35	
ElapsedOut	1472		0	474	228	768	60,31		83,10	24,67	58,43	
LpH	10,01		0	474	228	780	58,8		83,10	24,29	58,81	
Temp	0		0	475	233	780	57,23		81,32	24,29	57,03	
Pulses	93		0	476	224	780	56,13		84,59	24,29	60,30	
ElapsedIn	837		0	477	216	780	55,81		87,72	24,29	63,43	
ElapsedOut	1471		0	477	216	772	55,8		87,72	24,54	63,18	
LpH	9,26		0	478	218	772	55,91		86,92	24,54	62,37	
Temp	0		0	479	222	772	55,84		85,35	24,54	60,81	
Pulses	94		0	480	228	772	55,44		83,10	24,54	58,56	
ElapsedIn	1041		0	481	227	772	55,6		83,47	24,54	58,93	
ElapsedOut	1471		0	481	227	777	55,67		83,47	24,39	59,08	
LpH	8,09		0	482	232	777	55,51		81,67	24,39	57,28	
Temp	0		0	483	237	777	55,37		79,95	24,39	55,56	
Pulses	94		0	484	241	777	54,76		78,62	24,39	54,23	
ElapsedIn	1041		0	484	241	780	53,85		78,62	24,29	54,33	
ElapsedOut	1456		0	485	239	780	53,03		79,28	24,29	54,99	
LpH	7,51		0	486	242	780	52,2		78,30	24,29	54,00	
Temp	0		0	487	247	780	51,37		76,71	24,29	52,42	
Pulses	95		0	487	247	776	50,74		76,71	24,42	52,29	
ElapsedIn	1058		0	488	239	776	50,34		79,28	24,42	54,86	
ElapsedOut	1456		0	489	237	776	49,98		79,95	24,42	55,53	
LpH	6,45		0	490	242	776	49,64		78,30	24,42	53,88	
Temp	0		0	491	246	776	49,35		77,02	24,42	52,61	
